Rank,Partner Id,Partner Name,TOP SE PL State,node_name,state_name,NRV FY-25-26,GM FY-25-26,GM Score,GM Share,PL NRV 25-26,GM%,ABC Mapping,GM% Score,PL%,Total Returns in %,Return Score,Avg Repayment days,Paid within due days,Financing scheme (Y/N),Credit Score,TOTAL SCORE,Cohort
2682,1000029732,M/S SUNDAR KHAD EVAM BEEJ BHANDAR,vipin.kumar2@agrevolution.in,Farrukhabad,Uttar Pradesh,797738,128024,0.07,53.40%,398509,16%,C,0.53,50%,-3%,0.97,47,38%,0,0.43,0.36,Growth
2683,1000030235,Kishor Seeds,jitendrakr.singh@agrevolution.in,Ranchi,Jharkhand,297431,44667,0.03,82.70%,210895,15%,C,0.5,71%,0%,1,50,57%,0,0.51,0.36,Growth
2684,1000003846,M/s Raj Enterprises,haribhushan.kumar@agrevolution.in,Head Office,Bihar,134284,28338,0.02,89.90%,79171,21%,B,0.7,59%,0%,1,77,62%,0,0.38,0.36,Growth
2685,1000004631,M/s Bharati Trading Co,(blank),North 24 Parganas,West Bengal,306272,29294,0.02,89.50%,156498,10%,D,0.32,51%,0%,1,34,66%,0,0.64,0.36,Growth
2686,1000018427,M/s New Green House,(blank),Ranchi,Jharkhand,1078634,69434,0.04,73.40%,252572,6%,D,0.21,23%,-13%,0.87,36,84%,0,0.72,0.36,Growth
2687,1000006251,Adarsh Traders,vatsya.krishnav@agrevolution.in,Muzaffarpur,Bihar,362892,62951,0.04,75.80%,214666,17%,C,0.58,59%,-5%,0.95,68,48%,Yes,0.46,0.36,Growth
2688,1000002672,M/S SONAL KRISHI KENDRA,shiva.tiwari@agrevolution.in,Khagaria,Bihar,1533573,220456,0.13,33.10%,813044,14%,C,0.48,53%,-23%,0.77,49,47%,0,0.46,0.36,Growth
2689,1000022094,Shinde Agro,(blank),Pune,Maharashtra,198487,32468,0.02,87.90%,95366,16%,C,0.55,48%,0%,1,47,49%,0,0.49,0.36,Growth
2690,1000030564,M/s Evergreen Agro,nilesh.nirgude@agrevolution.in,Khandwa,Madhya Pradesh,836919,36064,0.02,86.30%,240436,4%,D,0.14,29%,-12%,0.88,22,82%,0,0.79,0.36,Growth
2691,1000019362,M/s Sejal Krushi Kendra,rajkumar.kothule@agrevolution.in,Amravati,Maharashtra,993718,49991,0.03,80.80%,347125,5%,D,0.17,35%,-3%,0.97,27,77%,0,0.73,0.36,Growth
2692,1000037706,M/S OM SAI BALAJI KRISHI SEWA KENDRA,sandeep.kumar2@agrevolution.in,Hardoi,Uttar Pradesh,676416,88163,0.05,66.30%,430702,13%,C,0.43,64%,-1%,0.99,54,64%,0,0.52,0.36,Growth
2693,1000001194,PRAVIN KHAD BEEJ BHANDAR,shashi@agrevolution.in,Purnea,Bihar,198029,53610,0.03,79.40%,198029,27%,B,0.9,100%,0%,1,91,46%,0,0.23,0.36,Growth
2694,1000032787,SETH JI TRADERS,manoj.vishwakarma@agrevolution.in,Bhopal,Madhya Pradesh,1291304,174185,0.1,42.40%,1043253,13%,C,0.45,81%,0%,1,63,58%,0,0.44,0.36,Growth
2695,1000036943,TULSI KRUSHI SEVA KENDRA,prashant.sapkal@agrevolution.in,Akola,Maharashtra,111900,20694,0.01,93.20%,54173,18%,C,0.62,48%,-9%,0.91,59,61%,0,0.47,0.36,Growth
2696,1000005570,Krishna Pasu Ahar Centre,dk.s@agrevolution.in,Sitamarhi,Bihar,801364,78847,0.05,69.50%,801364,10%,D,0.33,100%,0%,1,39,62%,0,0.59,0.36,Growth
2697,1000038383,AADHUNIK KISAN BEEJ BHANDAR AND AGRO,akshat.pandey3@agrevolution.in,Giridih,Jharkhand,261494,55559,0.03,78.70%,191447,21%,B,0.71,73%,0%,1,88,45%,Yes,0.36,0.36,Growth
2698,1000023381,M/S PHULPUR KISAN SEVA KENDRA,ramprakash@agrevolution.in,Allahabad,Uttar Pradesh,674256,52030,0.03,79.90%,165510,8%,D,0.26,25%,0%,1,57,95%,0,0.66,0.36,Growth
2699,1000000279,Harinam Khad Bhandar,sandeep.kumar2@agrevolution.in,Hardoi,Uttar Pradesh,1458667,88370,0.05,66.20%,390581,6%,D,0.2,27%,-1%,0.99,28,66%,0,0.67,0.36,Growth
2700,1000000667,M/S Rajeev Seeds Corporation,(blank),Alwar,Rajasthan,576954,48193,0.03,81.40%,453509,8%,D,0.28,79%,-4%,0.96,36,72%,0,0.66,0.36,Growth
2701,1000017870,Divyanshu Traders,kundan.kr@agrevolution.in,Vaishali,Bihar,1295525,159556,0.09,45.50%,732874,12%,C,0.41,57%,-2%,0.98,53,55%,0,0.48,0.36,Growth
2702,1000007231,M/s MUNNA PRASHAD AAHAR KENDRA,ramprakash@agrevolution.in,Allahabad,Uttar Pradesh,243553,31052,0.02,88.60%,243553,13%,C,0.42,100%,0%,1,40,57%,0,0.56,0.36,Growth
2703,1000001011,M/S Krishi Kalyan Kendra,rkumar@agrevolution.in,Head Office,Bihar,1777254,73091,0.04,71.90%,82515,4%,D,0.14,5%,-6%,0.94,38,91%,0,0.74,0.36,Growth
2704,1000025241,RENUKA MATA KRISHI SEVA KENDRA,akash.pachorkar@agrevolution.in,Nashik,Maharashtra,202779,30494,0.02,88.90%,202779,15%,C,0.5,100%,0%,1,-,3%,0,0.51,0.36,Growth
2705,1000034229,Prapti Agro Agency,santosh.wagh@agrevolution.in,Jalna,Maharashtra,1638806,304265,0.17,21.80%,1135584,19%,C,0.62,69%,-3%,0.97,90,47%,0,0.23,0.36,Growth
2706,1000028901,RAJ AGRICULTURE CONSULTANCY,shubham.solanki@agrevolution.in,Bhopal,Madhya Pradesh,400407,35740,0.02,86.40%,131370,9%,D,0.3,33%,0%,1,57,76%,Yes,0.64,0.36,Growth
2707,1000030026,Om Traders,lakhan.dhakad@agrevolution.in,Indore,Madhya Pradesh,1728085,177382,0.1,41.50%,1357505,10%,C,0.34,79%,0%,1,35,40%,0,0.51,0.36,Growth
2708,1000019517,M/s RAJESWARI FERTILIZER,bishnu.deb@agrevolution.in,Cooch Behar,West Bengal,1253713,274020,0.16,24.80%,1206239,22%,B,0.73,96%,0%,1,85,30%,0,0.18,0.36,Growth
2709,1000023755,SHIV ENTERPRISES,(blank),Bettiah,Bihar,612518,59727,0.03,77.20%,268298,10%,D,0.33,44%,0%,1,62,73%,Yes,0.61,0.36,Growth
2710,1000030267,shetkari putra krushi agencies,yogesh.pande@agrevolution.in,Akola,Maharashtra,562434,98722,0.06,62.50%,398602,18%,C,0.59,71%,-5%,0.95,55,45%,0,0.42,0.36,Growth
2711,1000040024,Shri Gajanan Krushi Kendra Kelwad,(blank),Akola,Maharashtra,315876,61631,0.04,76.40%,261656,20%,C,0.65,83%,0%,1,74,60%,0,0.39,0.36,Growth
2712,1000039248,MAA RATANGARH KRISHI SEWA KENDRA,kuldeep.rajak@agrevolution.in,Gwalior,Madhya Pradesh,449739,110031,0.06,58.50%,447155,24%,B,0.82,99%,0%,1,87,45%,0,0.24,0.36,Growth
2713,1000038492,M/s SHANKAR KRISHI KENDRA,sarvoday.gautam@agrevolution.in,Chhindwara,Madhya Pradesh,"87,472",26380,0.02,90.80%,72626,30%,A,1,83%,0%,1,129,36%,0,0.18,0.36,Growth
2714,1000025888,M/S NARSINGH KIRANA AND GENERAL STORE & FERTILIZERS/SEEDS,dk.s@agrevolution.in,Sitamarhi,Bihar,723273,36303,0.02,86.10%,158055,5%,D,0.17,22%,0%,1,33,73%,Yes,0.73,0.36,Growth
2715,1000000633,M/s MahaLaxmi Traders,(blank),Head Office,Bihar,373029,52960,0.03,79.60%,179159,14%,C,0.47,48%,0%,1,68,59%,Yes,0.51,0.36,Growth
2716,1000036141,MANJO KHAD BEEJ BHANDAR,raushan.kumar@agrevolution.in,Katihar,Bihar,665036,59462,0.03,77.30%,261537,9%,D,0.3,39%,-3%,0.97,30,60%,0,0.63,0.36,Growth
2717,1000025170,mahakaal krishi seva kendra,shubham.solanki@agrevolution.in,Bhopal,Madhya Pradesh,369103,53127,0.03,79.60%,333270,14%,C,0.48,90%,0%,1,63,54%,Yes,0.51,0.36,Growth
2718,1000024385,Shri Ram Traders,nilesh.nirgude@agrevolution.in,Khandwa,Madhya Pradesh,1535317,376197,0.22,16.20%,1276388,25%,B,0.82,83%,-21%,0.79,100,21%,0,0.11,0.36,Growth
2719,1000021964,KISAN SAHAYATA KENDRA,(blank),Ghazipur,Uttar Pradesh,448117,32836,0.02,87.80%,254980,7%,D,0.24,57%,-6%,0.94,39,72%,Yes,0.7,0.36,Growth
2720,1000037501,MARTAND AGRO SERVICES,prashant.sapkal@agrevolution.in,Akola,Maharashtra,186357,59407,0.03,77.40%,138322,32%,A,1,74%,0%,1,110,31%,0,0.16,0.36,Growth
2721,1000019402,M/s Himanshu Enterprises,(blank),Sasaram,Bihar,366471,52667,0.03,79.70%,242000,14%,C,0.48,66%,-5%,0.95,77,69%,Yes,0.53,0.36,Growth
2722,1000002837,Jai Durga Beej Bhandar,pradeep.kumar3@agrevolution.in,Bareilly,Uttar Pradesh,405303,116566,0.07,56.50%,355338,29%,B,0.96,88%,0%,1,225,28%,0,0.14,0.36,Growth
2723,1000025262,KISHAN KHAD BEEJ BHANDAR,(blank),Hazaribagh,Jharkhand,193502,48239,0.03,81.40%,128592,25%,B,0.83,66%,-11%,0.89,72,43%,0,0.32,0.36,Growth
2724,1000001946,Kisan Krishi Kendra (UP),praveen.rai@agrevolution.in,Ghazipur,Uttar Pradesh,1880355,61342,0.04,76.50%,973610,3%,D,0.11,52%,0%,1,29,82%,0,0.75,0.36,Growth
2725,1000003889,M/s Shankar Khad Beej Bhandar,mahendra.saini@agrevolution.in,Jaipur,Rajasthan,343352,27582,0.02,90.30%,343352,8%,D,0.27,100%,-26%,0.74,34,89%,0,0.75,0.36,Growth
2726,1000030423,SHRI JYOTIBA KRUSHI KENDRA,dattaram.andhare@agrevolution.in,Washim,Maharashtra,645628,91344,0.05,65.20%,335011,14%,C,0.47,52%,0%,1,50,52%,0,0.48,0.36,Growth
2727,1000040684,M/S SAMRTH KHAD BHANDAR,tejpratap.kushwaha@agrevolution.in,Barabanki,Uttar Pradesh,681295,62268,0.04,76.00%,140482,9%,D,0.3,21%,0%,1,25,51%,0,0.62,0.36,Growth
2728,1000018097,M/s Goutam Das,dinesh.ram@agrevolution.in,Cooch Behar,West Bengal,766938,177736,0.1,41.30%,640030,23%,B,0.77,83%,-4%,0.96,78,33%,0,0.23,0.36,Growth
2729,1000042129,AGRAWAL KRASHI SEWA KENDRA,(blank),Bhopal,Madhya Pradesh,"99,412",19541,0.01,93.70%,83264,20%,C,0.66,84%,0%,1,69,40%,Yes,0.41,0.36,Growth
2730,1000004433,M/S Jagmohan Seeds,rohit.singh5@agrevolution.in,Ranchi,Jharkhand,503795,22832,0.01,92.30%,74221,5%,D,0.15,15%,-39%,0.61,19,97%,0,0.88,0.36,Growth
2731,1000008136,M/S Nitya Gopal Paul,arka.das@agrevolution.in,Krishnanagar (HQ),West Bengal,1076452,80560,0.05,68.80%,339541,7%,D,0.25,32%,0%,1,31,62%,0,0.64,0.36,Growth
2732,1000035339,NATIONAL AGRO AGENCY,pawan.nagar@agrevolution.in,Kota,Rajasthan,674311,157162,0.09,46.30%,674311,23%,B,0.78,100%,-10%,0.9,71,31%,0,0.26,0.36,Growth
2733,1000006705,Sai Traders,abhinav.srivastava@agrevolution.in,Ballia,Uttar Pradesh,257203,29742,0.02,89.20%,158070,12%,C,0.39,61%,0%,1,43,65%,0,0.59,0.36,Growth
2734,1000002884,Bairagi Krishi Sewa Kendra,ashish.patidar1@agrevolution.in,Indore,Madhya Pradesh,789904,149378,0.09,47.90%,722416,19%,C,0.63,91%,-5%,0.95,83,39%,Yes,0.35,0.36,Growth
2735,1000003126,Kishan Beej Bhandar,mukesh.kumar5@agrevolution.in,Samastipur,Bihar,1101654,188170,0.11,39.30%,688790,17%,C,0.57,63%,-11%,0.89,72,56%,0,0.38,0.36,Growth
2736,1000007611,Kamlata Fertilizer,mithlesh.kr@agrevolution.in,Katihar,Bihar,428881,37084,0.02,85.80%,296386,9%,D,0.29,69%,0%,1,30,62%,0,0.65,0.36,Growth
2737,1000004841,M/S HARIOM KHAD BHANDAR,narendra.kumar4@agrevolution.in,Nawada,Bihar,426330,58008,0.03,77.80%,303030,14%,C,0.45,71%,-43%,0.57,59,81%,Yes,0.66,0.36,Growth
2738,1000036835,Jaykisan Krushi Seva Kendra,yogesh.pande@agrevolution.in,Akola,Maharashtra,102165,31236,0.02,88.50%,68149,31%,A,1,67%,0%,1,84,28%,0,0.17,0.36,Growth
2739,1000034634,BHANU AGRO,(blank),Ahmedabad,Gujarat,635858,118340,0.07,56.00%,635858,19%,C,0.62,100%,0%,1,76,57%,0,0.36,0.36,Growth
2740,1000000871,Ashmita Khad Bhandar,rkumar@agrevolution.in,Head Office,Bihar,1506746,144279,0.08,49.20%,901405,10%,D,0.32,60%,-6%,0.94,41,58%,0,0.56,0.36,Growth
2741,1000038045,M/S MISHRA KHAD BEEJ BHANDAR,balwant.singh@agrevolution.in,Bahraich,Uttar Pradesh,234452,42878,0.02,83.50%,121570,18%,C,0.61,52%,0%,1,65,57%,0,0.43,0.36,Growth
2742,1000036347,DHAKAD KRASHI KENDRA,(blank),Jaipur_Kota,Rajasthan,362400,61792,0.04,76.30%,302910,17%,C,0.57,84%,-7%,0.93,54,52%,0,0.46,0.36,Growth
2743,1000003461,M/s.Mauli Agro Services,mayur.suryavanshi@agrevolution.in,Nashik,Maharashtra,540416,84018,0.05,67.70%,468213,16%,C,0.52,87%,-4%,0.96,75,56%,Yes,0.47,0.36,Growth
2744,1000002214,Shukla Trading Company,gaurav.singh@agrevolution.in,Sitapur,Uttar Pradesh,1027716,120396,0.07,55.30%,970822,12%,C,0.39,94%,-26%,0.74,49,74%,0,0.6,0.36,Growth
2745,1000000265,Sahu Krishi Kendra,ramesh.kumar@agrevolution.in,Bettiah,Bihar,653761,52170,0.03,79.90%,174962,8%,D,0.27,27%,-16%,0.84,27,70%,0,0.7,0.36,Growth
2746,1000001020,Saraswati Khad Bhandar,(blank),Sasaram,Bihar,559937,79004,0.05,69.40%,197301,14%,C,0.47,35%,-2%,0.98,53,58%,0,0.5,0.36,Growth
2747,1000041057,SANT BABA PATIL HITECH AGRO,akash.pachorkar@agrevolution.in,Nashik,Maharashtra,467578,69620,0.04,73.30%,467578,15%,C,0.5,100%,0%,1,37,37%,0,0.48,0.36,Growth
2748,1000000954,ADITYA TRADERS,rajeev.kumar2@agrevolution.in,Muzaffarpur,Bihar,631062,55833,0.03,78.60%,218951,9%,D,0.29,35%,-1%,0.99,40,70%,0,0.63,0.36,Growth
2749,1000035025,JAMIDARA KHAD BEEJ BHANDAR,vikas.kumar1@agrevolution.in,Jaipur,Rajasthan,408685,107307,0.06,59.50%,408685,26%,B,0.88,100%,-6%,0.94,92,43%,0,0.22,0.36,Growth
2750,1000007325,Suraj Fertilizer,sanjay.sarang@agrevolution.in,Saran,Bihar,302309,39064,0.02,85.10%,164503,13%,C,0.43,54%,-26%,0.74,33,63%,0,0.63,0.36,Growth
2751,1000003987,M/s Rathore Krishi Seva Kendra,rahul.malviya@agrevolution.in,Shajapur,Madhya Pradesh,385320,99352,0.06,62.30%,354510,26%,B,0.86,92%,0%,1,81,33%,0,0.21,0.36,Growth
2752,1000009456,M/s Sahayata Krishi Seva Kendra,omprakash.pathak@agrevolution.in,Buxar,Bihar,982465,94173,0.05,64.20%,294532,10%,D,0.32,30%,0%,1,31,50%,0,0.58,0.36,Growth
2753,1000019206,M/s Chauhan Beej Bhandar,anujkr.yadav@agrevolution.in,Kheri,Uttar Pradesh,"99,210",26654,0.02,90.70%,78022,27%,B,0.9,79%,-48%,0.52,78,46%,Yes,0.41,0.36,Growth
2754,1000010086,M/s.Shree Sai Krushi Seva Kendra,bhushan.shitole@agrevolution.in,CHHATRAPATI SAMBHAJINAGAR,Maharashtra,352320,79205,0.05,69.40%,246273,22%,B,0.75,70%,-3%,0.97,76,47%,0,0.31,0.36,Growth
2755,1000003330,Piyush Khad Beej Bhandar 1,rameshkr.mehta@agrevolution.in,Arariya,Bihar,874659,110345,0.06,58.50%,472675,13%,C,0.42,54%,0%,1,77,64%,Yes,0.5,0.36,Growth
2756,1000002136,M/S Pooja Krishi Sewa Kendra,deepak.choudhary1@agrevolution.in,Khargone,Madhya Pradesh,174293,30719,0.02,88.80%,145061,18%,C,0.59,83%,0%,1,65,44%,Yes,0.45,0.36,Growth
2757,1000020540,Pawan Medical Store,shubham.solanki@agrevolution.in,Bhopal,Madhya Pradesh,1023496,100612,0.06,61.80%,1023496,10%,D,0.33,100%,0%,1,35,52%,0,0.57,0.36,Growth
2758,1000000994,Bhaiyyaji Khad Beej Bhandar,gaurav.singh5@agrevolution.in,Aligarh,Uttar Pradesh,110763,19222,0.01,93.80%,108521,17%,C,0.58,98%,0%,1,57,56%,0,0.46,0.36,Growth
2759,1000018593,M/s SHREYA ENTERPRISES,shashank.shekhar@agrevolution.in,Bhagalpur,Bihar,282690,21035,0.01,93.00%,67200,7%,D,0.25,24%,0%,1,59,85%,Yes,0.68,0.36,Growth
2760,1000041266,MAA SONA TRADERS,ritik.singh1@agrevolution.in,Khagaria,Bihar,"68,383",20093,0.01,93.40%,68383,29%,B,0.98,100%,-51%,0.49,52,30%,0,0.36,0.36,Growth
2761,1000032182,RAM CHANDRA SAHA,bapan.biswas@agrevolution.in,Cooch Behar,West Bengal,760157,27117,0.02,90.50%,98290,4%,D,0.12,13%,-11%,0.89,20,82%,0,0.8,0.36,Growth
2762,1000008414,M/s R B Agro,mayur.suryavanshi@agrevolution.in,Nashik,Maharashtra,383306,36424,0.02,86.10%,234589,10%,D,0.32,61%,0%,1,44,73%,0,0.62,0.36,Growth
2763,1000009628,Ms Real Life Enterprises,dk.s@agrevolution.in,Sitamarhi,Bihar,466406,41428,0.02,84.00%,219526,9%,D,0.3,47%,-12%,0.88,24,61%,0,0.67,0.36,Growth
2764,1000035495,Pallavi enterprises,(blank),Bettiah,Bihar,294208,66356,0.04,74.60%,195650,23%,B,0.75,67%,0%,1,67,36%,0,0.31,0.36,Growth
2765,1000023198,Kushwaha Beej Bhandar,amit.tripathi@agrevolution.in,Kushinagar,Uttar Pradesh,1278438,89287,0.05,65.80%,347146,7%,D,0.23,27%,0%,1,54,72%,Yes,0.64,0.36,Growth
2766,1000020919,SHIV SHAKTI KRISHI KENDRA,ashish.sharma1@agrevolution.in,Chhindwara,Madhya Pradesh,582510,73116,0.04,71.90%,412397,13%,C,0.42,71%,-35%,0.65,47,81%,0,0.64,0.36,Growth
2767,1000002478,M/s.Satyavijay Krushi Kendra,prashant.sapkal@agrevolution.in,Akola,Maharashtra,276399,28393,0.02,89.90%,132059,10%,C,0.34,48%,-30%,0.7,44,91%,0,0.71,0.36,Growth
2768,1000020223,M/s Aasara Agro Agency,yogesh.pande@agrevolution.in,Akola,Maharashtra,1284784,181710,0.1,40.50%,755518,14%,C,0.47,59%,-6%,0.94,67,60%,0,0.43,0.36,Growth
2769,1000005481,M/s Kisan Agro Agency,rahul.malviya@agrevolution.in,Shajapur,Madhya Pradesh,1473722,190552,0.11,38.50%,1127195,13%,C,0.43,76%,0%,1,62,54%,0,0.43,0.36,Growth
2770,1000002789,Raju Traders,rajeev.kumar2@agrevolution.in,Muzaffarpur,Bihar,615198,65481,0.04,74.80%,277796,11%,C,0.35,45%,-1%,0.99,36,55%,0,0.58,0.36,Growth
2771,1000039694,VICKY BEEJ BHANDAR,prashant.singh3@agrevolution.in,Hisar,Haryana,1678649,246870,0.14,28.30%,1506833,15%,C,0.49,90%,-11%,0.89,65,48%,0,0.38,0.36,Growth
2772,1000001382,M/s Ajmera Krishi Seva Kendra,nilesh.nirgude@agrevolution.in,Khandwa,Madhya Pradesh,524072,44704,0.03,82.70%,151568,9%,D,0.28,29%,-2%,0.98,50,70%,Yes,0.64,0.36,Growth
2773,1000041232,KESHAV TRADERS,amit.pathak@agrevolution.in,Lakhisarai,Bihar,249620,77757,0.04,69.90%,241505,31%,A,1,97%,0%,1,88,24%,0,0.13,0.36,Growth
2774,1000002960,M/S KISAN SEWA KENDRA,mewa.garhwal@agrevolution.in,Jaipur,Rajasthan,114702,27838,0.02,90.20%,114702,24%,B,0.81,100%,0%,1,41,5%,0,0.3,0.36,Growth
2775,1000004856,M/s Gupta khad Beej Bhandar,navneet.pandey2@agrevolution.in,Siwan,Bihar,423644,22377,0.01,92.50%,269401,5%,D,0.18,64%,0%,1,32,80%,0,0.72,0.36,Growth
2776,1000015831,JAGDAMBA SEED SUPPLIERS,(blank),Pune,Maharashtra,"92,400",21338,0.01,92.90%,92400,23%,B,0.77,100%,-50%,0.5,53,58%,0,0.49,0.36,Growth
2777,1000005193,Rajasthan Seeds Chirawa,vikas.kumar1@agrevolution.in,Jaipur,Rajasthan,542936,50112,0.03,80.70%,352086,9%,D,0.31,65%,-28%,0.72,36,82%,0,0.71,0.36,Growth
2778,1000000491,Siddhi Vinayak Krishi Vastu Bhandar,vivekk.yadav@agrevolution.in,Varanasi,Uttar Pradesh,257902,31022,0.02,88.70%,206541,12%,C,0.4,80%,0%,1,47,66%,0,0.57,0.36,Growth
2779,1000003122,M/s Sanesh Krishi Traders,abhishek.ranjan1@agrevolution.in,Hazaribagh,Jharkhand,146787,27987,0.02,90.10%,89508,19%,C,0.64,61%,-19%,0.81,76,59%,Yes,0.48,0.36,Growth
2780,1000038845,PANWAR KRISHI SEWA KENDRA,arvind.bharti@agrevolution.in,Shajapur,Madhya Pradesh,274288,95677,0.05,63.60%,274288,35%,A,1,100%,-2%,0.98,119,25%,0,0.12,0.36,Growth
2781,1000039199,VIDHAN AGRO SALES,jitendra.sharma@agrevolution.in,Gwalior,Madhya Pradesh,1045264,192907,0.11,38.00%,873764,18%,C,0.62,84%,-21%,0.79,61,42%,0,0.37,0.36,Growth
2782,1000007317,M/s Kheti Bari Beej Bhandar,akhilesh.maurya@agrevolution.in,Sonbhadra,Uttar Pradesh,848556,100615,0.06,61.80%,346857,12%,C,0.4,41%,-11%,0.89,39,54%,0,0.55,0.36,Growth
2783,1000018328,M/s Sarita Krishi Udhyami Sewa Kendra,ranjesh.ray@agrevolution.in,Vaishali,Bihar,580111,36639,0.02,86.00%,202003,6%,D,0.21,35%,0%,1,42,84%,0,0.69,0.36,Growth
2784,1000029762,SHRIKRUPA AGRO CENTER,akshayv.chavan@agrevolution.in,Akola,Maharashtra,658369,119876,0.07,55.40%,413026,18%,C,0.61,63%,-15%,0.85,59,47%,0,0.41,0.36,Growth
2785,1000007516,Maa Vaishno Pashu Aahar Kendra,vivekk.yadav@agrevolution.in,Varanasi,Uttar Pradesh,1471299,143582,0.08,49.40%,1471299,10%,D,0.33,100%,0%,1,24,33%,0,0.53,0.36,Growth
2786,1000006874,M/s Nanhak Seeds Company,santlal.maurya@agrevolution.in,Sonbhadra,Uttar Pradesh,1125266,150637,0.09,47.60%,877715,13%,C,0.45,78%,-1%,0.99,56,52%,0,0.45,0.36,Growth
2787,1000029650,RAJPUT KISAN SEVA KENDRA,vipin.kumar2@agrevolution.in,Farrukhabad,Uttar Pradesh,396919,47411,0.03,81.70%,349553,12%,C,0.4,88%,0%,1,42,58%,0,0.55,0.36,Growth
2788,1000041575,M/S Abhishek fertilizers,(blank),Arrah,Bihar,180159,16567,0.01,94.80%,37460,9%,D,0.31,21%,-14%,0.86,31,71%,0,0.68,0.36,Growth
2789,1000015723,M/s.Aditya Agro,ganesh.shinde1@agrevolution.in,Pune,Maharashtra,394052,57228,0.03,78.10%,214783,15%,C,0.48,55%,0%,1,69,55%,Yes,0.49,0.36,Growth
2790,1000040657,MAIYA SHARDA KRISHI CLINIC EVAM KHAD BEEJ BHANDAR,vivek.singh3@agrevolution.in,Bhopal,Madhya Pradesh,137159,33357,0.02,87.50%,137159,24%,B,0.81,100%,0%,1,71,37%,0,0.29,0.36,Growth
2791,1000023365,MAULI KRUSHI SEVA KENDRA,vaibhav.bhosale@agrevolution.in,CHHATRAPATI SAMBHAJINAGAR,Maharashtra,601285,56619,0.03,78.30%,441928,9%,D,0.31,73%,-30%,0.7,62,92%,Yes,0.7,0.36,Growth
2792,1000031339,SARVADNYA AGRO AJENCY,yogesh.pande@agrevolution.in,Akola,Maharashtra,111156,24868,0.01,91.40%,111156,22%,B,0.75,100%,-37%,0.63,87,65%,Yes,0.46,0.36,Growth
2793,1000030435,AUYSH TRADERS,devendra.singh@agrevolution.in,Bhagalpur,Bihar,815362,109812,0.06,58.60%,641892,13%,C,0.45,79%,0%,1,47,47%,0,0.47,0.36,Growth
2794,1000002056,M/S Kamal Enterprises,purshottam.raj@agrevolution.in,Madhepura,Bihar,654936,39148,0.02,85.00%,104325,6%,D,0.2,16%,0%,1,31,73%,0,0.69,0.36,Growth
2795,1000000155,M/s Dharti Dhan Beej Bhandar,(blank),Hazaribagh,Jharkhand,400636,56509,0.03,78.40%,180449,14%,C,0.47,45%,-5%,0.95,65,75%,0,0.51,0.36,Growth
2796,1000002122,Shri Ram Beej Bhandar,tejpratap.kushwaha@agrevolution.in,Barabanki,Uttar Pradesh,2674355,274799,0.16,24.70%,2416335,10%,C,0.34,90%,-16%,0.84,50,50%,0,0.47,0.36,Growth
2797,1000003013,Ridhi Sidhi Khad Bhandar,ranjan.shandilya@agrevolution.in,Bettiah,Bihar,917435,37358,0.02,85.70%,345584,4%,D,0.14,38%,-8%,0.92,25,80%,0,0.76,0.36,Growth
2798,1000030117,KISAN PESTICIDE,dashrath.mahato@agrevolution.in,Malda,West Bengal,662427,106176,0.06,59.90%,635874,16%,C,0.53,96%,-15%,0.85,50,49%,0,0.47,0.36,Growth
2799,1000004722,M/S Mangal Sri Krishi Kendra,(blank),Ranchi,Jharkhand,675234,22384,0.01,92.50%,26873,3%,D,0.11,4%,-6%,0.94,24,83%,0,0.78,0.36,Growth
2800,1000020625,Vrundavan krushi kendra,prashant.sapkal@agrevolution.in,Akola,Maharashtra,413314,109998,0.06,58.60%,350529,27%,B,0.89,85%,-13%,0.87,100,44%,0,0.22,0.36,Growth
2801,1000004633,M/s Sanjeevani Traders,(blank),Aligarh,Uttar Pradesh,676529,82222,0.05,68.40%,514672,12%,C,0.41,76%,-18%,0.82,53,60%,Yes,0.58,0.36,Growth
2802,1000025964,SHEETAL KRUSHI SEVA KENDRA,santosh.wagh@agrevolution.in,Jalna,Maharashtra,1265230,51277,0.03,80.20%,173802,4%,D,0.14,14%,-4%,0.96,26,76%,0,0.74,0.36,Growth
2803,1000019787,M/s Shiva Traders,vaibhav.singh1@agrevolution.in,Samastipur,Bihar,394582,76176,0.04,70.60%,279369,19%,C,0.64,71%,-35%,0.65,50,52%,0,0.48,0.36,Growth
2804,1000041764,DILKHUSH TRADING,vijay.kumar1@agrevolution.in,Khagaria,Bihar,"79,627",16591,0.01,94.80%,79627,21%,B,0.69,100%,0%,1,64,47%,0,0.38,0.36,Growth
2805,1000003165,M/S New Dharti Dhan,mohmmad.arman2@agrevolution.in,Ranchi,Jharkhand,357180,50300,0.03,80.70%,242910,14%,C,0.47,68%,0%,1,46,51%,0,0.5,0.36,Growth
2806,1000019700,M/s Suryawanshi Patel Krishi Kendra,(blank),Chhindwara,Madhya Pradesh,305509,28336,0.02,89.90%,283053,9%,D,0.31,93%,-1%,0.99,64,79%,Yes,0.63,0.36,Growth
2807,1000038390,M/S DHAKARE AGRO AGENCIES,sunil.ingle@agrevolution.in,CHHATRAPATI SAMBHAJINAGAR,Maharashtra,322765,31505,0.02,88.30%,136624,10%,D,0.33,42%,-6%,0.94,42,73%,0,0.63,0.36,Growth
